"","id","community","housing_type","gender","tenure","hhhead_relation","business_owned","business_type","primary_dw_source","reasons_primary_dw","secondary_dw_source","reasons_secondary_dw","preferred_brand","primary_water_source","secondary_water_source","payment_mode","daily_hh_water_cost","daily_hh_water_cost_phhm","coping_mechanisms","time_of_last_coping","dbl_variable","value"
"191",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","adult_count",4
"192",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","child_count",2
"193",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","hh_size",6
"194",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","rooms_in_hh",1
"195",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","density",6
"196",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","daily_dw_cost_pp",10
"197",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","storage",450
"198",22,"kg","compound_house","male","rented","self","no","na","packaged","temperature","commercial_tap","availability","high_end","commercial_tap","na","shares_bill","na","na","na","na","days_struggle",0
"199",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","years_in_community",30
"200",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","adult_count",1
"201",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","child_count",0
"202",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","hh_size",1
"203",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","rooms_in_hh",1
"204",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","density",1
"205",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","daily_dw_cost_pp",3.5
"206",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","storage",300
"207",23,"kg","compound_house","female","no_payment","relative","yes","food","packaged","affordability;cleanliness;trustworthiness;other","commercial_tap","money;cleanliness","high_end","commercial_tap","na","shares_bill","na","na","na","na","days_struggle",0
"208",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","years_in_community",3
"209",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","adult_count",2
"210",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","child_count",2
"211",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","hh_size",4
"212",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","rooms_in_hh",2
"213",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","density",2
"214",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","daily_dw_cost_pp",3
"215",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","storage",775
"216",24,"kg","multistory_apt","female","rented","spouse","yes","food","packaged","cleanliness;health","na","na","none","piped_to_compound","na","pay_to_fetch","7","3.5","na","na","days_struggle",0
"217",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","years_in_community",30
"218",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","adult_count",5
"219",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","child_count",4
"220",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","hh_size",9
"221",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","rooms_in_hh",3
"222",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","density",3
"223",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","daily_dw_cost_pp",2.6
"224",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","storage",300
"225",25,"kg","compound_house","female","no_payment","child","no","na","packaged","trustworthiness;other","commercial_tap","availability","none","commercial_tap","commercial_tap","pay_to_fetch","4","0.8","sachet_to_bathe;skipped_bathing;skipped_laundry","last_3_days","days_struggle",0
"226",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","years_in_community",20
"227",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","adult_count",5
"228",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","child_count",2
"229",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","hh_size",7
"230",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","rooms_in_hh",1
"231",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","density",7
"232",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","daily_dw_cost_pp",2.6
"233",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","storage",450
"234",26,"kg","compound_house","male","rented","child","yes","water","packaged","temperature;cultural_norms","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","20","4","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_7_days","days_struggle",4
"235",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","years_in_community",60
"236",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","adult_count",4
"237",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","child_count",3
"238",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","hh_size",7
"239",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","rooms_in_hh",1
"240",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","density",7
"241",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","daily_dw_cost_pp",3
"242",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","storage",450
"243",27,"kg","compound_house","female","no_payment","relative","yes","food","packaged","cultural_norms","na","na","high_end","commercial_tap","commercial_tap","both","10","2.5","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","days_struggle",0.5
"244",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","years_in_community",3
"245",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","adult_count",1
"246",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","child_count",0
"247",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","hh_size",1
"248",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","rooms_in_hh",1
"249",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","density",1
"250",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","daily_dw_cost_pp",1.5
"251",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","storage",120
"252",28,"kg","compound_house","female","no_payment","relative","no","na","packaged","availability","commercial_tap","taste;temperature","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","skipped_laundry","last_year","days_struggle",0
"253",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","years_in_community",27
"254",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","adult_count",1
"255",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","child_count",0
"256",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","hh_size",1
"257",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","rooms_in_hh",10
"258",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","density",0.1
"259",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","daily_dw_cost_pp",1.65
"260",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","storage",150
"261",29,"kg","compound_house","female","no_payment","relative","yes","shop","packaged","cultural_norms;trustworthiness","na","na","none","commercial_tap","na","pay_to_fetch","14","7","sachet_to_cook;","last_3_days","days_struggle",1
"262",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","years_in_community",21
"263",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","adult_count",5
"264",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","child_count",4
"265",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","hh_size",9
"266",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","rooms_in_hh",2
"267",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","density",4.5
"268",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","daily_dw_cost_pp",1
"269",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","storage",100
"270",30,"kg","compound_house","female","owned","child","yes","shop","commercial_tap","affordability;taste","packaged","money","none","commercial_tap","commercial_tap","pay_to_fetch","5","1","sachet_to_bathe;","last_year","days_struggle",0
"271",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","years_in_community",20
"272",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","adult_count",2
"273",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","child_count",2
"274",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","hh_size",4
"275",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","rooms_in_hh",3
"276",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","density",1.33333333333333
"277",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","daily_dw_cost_pp",5
"278",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","storage",200
"279",31,"kg","compound_house","female","owned","spouse","no","na","packaged","taste","na","na","high_end","commercial_tap","na","shares_bill","na","na","skipped_bathing;","last_7_days","days_struggle",0
"280",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","years_in_community",30
"281",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","adult_count",5
"282",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","child_count",1
"283",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","hh_size",6
"284",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","rooms_in_hh",2
"285",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","density",3
"286",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","daily_dw_cost_pp",6
"287",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","storage",350
"288",32,"kg","compound_house","female","no_payment","spouse","yes","shop","packaged","affordability;temperature;cleanliness","packaged","money;cultural_norm","high_end","commercial_tap","na","pay_to_fetch","3","0.6","skipped_cooking;","over_year_ago","days_struggle",0
"289",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","years_in_community",55
"290",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","adult_count",1
"291",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","child_count",0
"292",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","hh_size",1
"293",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","rooms_in_hh",1
"294",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","density",1
"295",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","daily_dw_cost_pp",8
"296",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","storage",200
"297",33,"kg","compound_house","female","no_payment","self","no","na","packaged","trustworthiness;health","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","0.25","0.25","sachet_to_cook;sachet_to_bathe;skipped_laundry","last_30_days","days_struggle",2
"298",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","years_in_community",9
"299",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","adult_count",2
"300",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","child_count",3
"301",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","hh_size",5
"302",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","rooms_in_hh",1
"303",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","density",5
"304",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","daily_dw_cost_pp",1.5
"305",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","storage",350
"306",34,"kg","compound_house","female","no_payment","self","yes","food","packaged","temperature;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","days_struggle",0
"307",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","years_in_community",70
"308",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","adult_count",2
"309",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","child_count",2
"310",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","hh_size",4
"311",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","rooms_in_hh",3
"312",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","density",1.33333333333333
"313",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","daily_dw_cost_pp",6
"314",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","storage",2000
"315",35,"kg","house","female","owned","self","yes","shop","packaged","affordability;cleanliness;trustworthiness","na","na","none","commercial_tap","na","shares_bill","na","na","na","na","days_struggle",0
"316",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","years_in_community",30
"317",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","adult_count",3
"318",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","child_count",2
"319",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","hh_size",5
"320",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","rooms_in_hh",1
"321",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","density",5
"322",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","daily_dw_cost_pp",10
"323",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","storage",500
"324",36,"kg","compound_house","female","rented","spouse","no","na","packaged","availability;temperature;taste","na","na","high_end","commercial_tap","na","pay_to_fetch","1.1428571428571428","0.38095238095238093","sachet_to_cook;sachet_to_bathe;","over_year_ago","days_struggle",0
"325",37,"kg","multistory_apt","female","rented","self","yes","shop","packaged","availability;taste;other","na","na","none","commercial_tap","commercial_tap","shares_bill","na","na","sachet_to_cook;","last_year","years_in_community",15
"326",37,"kg","multistory_apt","female","rented","self","yes","shop","packaged","availability;taste;other","na","na","none","commercial_tap","commercial_tap","shares_bill","na","na","sachet_to_cook;","last_year","adult_count",2
"327",37,"kg","multistory_apt","female","rented","self","yes","shop","packaged","availability;taste;other","na","na","none","commercial_tap","commercial_tap","shares_bill","na","na","sachet_to_cook;","last_year","child_count",0
